Date,Open,High,Low,Close,Adj Close,Volume
2022-10-11,220.9499969482422,225.75,215.0,216.5,216.5,77013200
2022-10-12,215.3300018310547,219.3000030517578,211.50999450683594,217.24000549316406,217.24000549316406,66860700
2022-10-13,208.3000030517578,222.99000549316406,206.22000122070312,221.72000122070312,221.72000122070312,91483000
2022-10-14,224.00999450683594,226.25999450683594,204.16000366210938,204.99000549316406,204.99000549316406,94124500
2022-10-17,210.0399932861328,221.86000061035156,209.4499969482422,219.35000610351562,219.35000610351562,79428800
2022-10-18,229.5,229.82000732421875,217.25,220.19000244140625,220.19000244140625,75891900
2022-10-19,219.8000030517578,222.92999267578125,217.77999877929688,222.0399932861328,222.0399932861328,66571500
2022-10-20,208.27999877929688,215.5500030517578,202.0,207.27999877929688,207.27999877929688,117798100
2022-10-21,206.4199981689453,214.66000366210938,203.8000030517578,214.44000244140625,214.44000244140625,75713800
2022-10-24,205.82000732421875,213.5,198.58999633789062,211.25,211.25,100446800
2022-10-25,210.10000610351562,224.35000610351562,210.0,222.4199981689453,222.4199981689453,96507900
2022-10-26,219.39999389648438,230.60000610351562,218.1999969482422,224.63999938964844,224.63999938964844,85012500
2022-10-27,229.77000427246094,233.80999755859375,222.85000610351562,225.08999633789062,225.08999633789062,61638800
2022-10-28,225.39999389648438,228.86000061035156,216.35000610351562,228.52000427246094,228.52000427246094,69152400
2022-10-31,226.19000244140625,229.85000610351562,221.94000244140625,227.5399932861328,227.5399932861328,61554300
2022-11-01,234.0500030517578,237.39999389648438,227.27999877929688,227.82000732421875,227.82000732421875,62688800
2022-11-02,226.0399932861328,227.8699951171875,214.82000732421875,214.97999572753906,214.97999572753906,63070300
2022-11-03,211.36000061035156,221.1999969482422,210.13999938964844,215.30999755859375,215.30999755859375,56538800
2022-11-04,222.60000610351562,223.8000030517578,203.0800018310547,207.47000122070312,207.47000122070312,98453100
2022-11-07,208.64999389648438,208.89999389648438,196.66000366210938,197.0800018310547,197.0800018310547,93916500
2022-11-08,194.02000427246094,195.1999969482422,186.75,191.3000030517578,191.3000030517578,128803400
2022-11-09,190.77999877929688,195.88999938964844,177.1199951171875,177.58999633789062,177.58999633789062,127062700
2022-11-10,189.89999389648438,191.0,180.02999877929688,190.72000122070312,190.72000122070312,132703000
2022-11-11,186.0,196.52000427246094,182.58999633789062,195.8800048828125,195.8800048828125,96786838
